Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Regional_Total,NA_Share,EU_Share,JP_Share,Other_Share,Dominant_Region,Dominant_Region_Share,Regional_Anomaly
13295,Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,moon,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13296,M&M's Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,mms adventure,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13297,ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,espn great outdoor games bass 2002,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13298,Soul Eater: Plot of Medusa,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,soul eater plot of medusa,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13299,Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,payday 2,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13300,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05,grand ages medieval,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13301,Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05,handball 16,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13302,Gummy Bears Mini Golf,DS,2010.0,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,gummy bears mini golf,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13303,Company of Heroes,PC,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,company of heroes,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13304,Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,rock band country track pack 2,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13305,Color Cross,DS,2008.0,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.05,color cross,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13306,Gaist Crusher,3DS,2013.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,gaist crusher,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13307,Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,punch king,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13308,Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,silent hunter wolves of the pacific,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13309,World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,world championship pool 2004,0.05,0.39999999999999997,0.39999999999999997,0.0,0.19999999999999998,North America,0.39999999999999997,Normal
13310,V-Rally 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.0,0.0,0.05,vrally 3,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13311,The Dark Spire,DS,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0,0.05,the dark spire,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13312,Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,kakuto chojin,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13313,Beyond Oasis,GEN,1993.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,beyond oasis,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13314,Forza Motorsport 3: Ultimate Edition,X360,2010.0,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,forza motorsport 3 ultimate edition,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13315,Robotech: Invasion,XB,2004.0,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,robotech invasion,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13316,Wii de Asobu Chibi-Robo!,WII,2009.0,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05,wii de asobu chibirobo,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,romance of the three kingdoms vi awakening of the dragon,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13318,To Heart 2 DX Plus,PS3,2011.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,to heart 2 dx plus,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,star driver kagayaki no takuto ginga bishounen densetsu,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13320,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,naruto uzumaki chronicles 2 jp sales,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13321,Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,frogger ancient shadow,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13322,Snoopy vs the Red Baron,PSP,2006.0,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,snoopy vs the red baron,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13323,Jonah Lomu Rugby Challenge,PC,2011.0,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,jonah lomu rugby challenge,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13324,Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,pet vet down under,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13325,World Series of Poker: Tournament of Champions 2007 Edition,WII,2006.0,Misc,Activision,0.04,0.0,0.0,0.0,0.05,world series of poker tournament of champions 2007 edition,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13326,National Geographic Challenge!,PS3,2011.0,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.05,national geographic challenge,0.05,0.19999999999999998,0.6,0.0,0.19999999999999998,Europe,0.6,Normal
13327,Raze's Hell,XB,2005.0,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,razes hell,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13328,Rain (2013),PS3,2013.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,rain 2013,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13329,Billy the Wizard: Rocket Broomstick Racing,WII,2007.0,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,billy the wizard rocket broomstick racing,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13330,Pool Party,WII,2007.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,pool party,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13331,Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,microsoft train simulator,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13332,Shin Megami Tensei NINE,XB,2002.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,shin megami tensei nine,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13333,Magic Carpet,PS,1995.0,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,magic carpet,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13334,Hoshigami: Ruining Blue Earth,PS,2001.0,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,hoshigami ruining blue earth,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13335,GunPey DS,DS,2006.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,gunpey ds,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13336,Cabela's African Safari,PSP,2006.0,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,cabelas african safari,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13337,Wing Island,WII,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,wing island,0.05,0.6,0.19999999999999998,0.19999999999999998,0.0,North America,0.6,Normal
13338,Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,utawarerumono itsuwari no kamen,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13339,Clever Kids: Creepy Crawlies,DS,2009.0,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,clever kids creepy crawlies,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13340,Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,supreme commander,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13341,NightCaster II: Equinox,XB,2002.0,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,nightcaster ii equinox,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13342,F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,f1 2015,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13343,SD Gundam G Generation World,WII,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,sd gundam g generation world,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,chocobo to mahou no ehon majo to shoujo to 5jin no yuusha,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13345,Galaxy Racers,DS,2010.0,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,galaxy racers,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13346,Wonder World Amusement Park,WII,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,wonder world amusement park,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13347,Bubble Bobble Revolution,DS,2005.0,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,bubble bobble revolution,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13348,Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,game of thrones telltale,0.05,0.7999999999999999,0.0,0.0,0.19999999999999998,North America,0.7999999999999999,Regionally Concentrated
13349,Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,time crisis project titan,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13350,Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,ys the ark of napishtim,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,oresama kingdom koi no manga mo debut o mokushise doki doki love lesson,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13352,Crusader: No Remorse,PS,1996.0,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05,crusader no remorse,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13353,Black & Bruised,GC,2003.0,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,black bruised,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13354,MiniCopter: Adventure Flight,WII,2007.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,minicopter adventure flight,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13355,Shaun the Sheep,DS,2008.0,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.05,shaun the sheep,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13356,Fast & Furious: Showdown,X360,2013.0,Action,Activision,0.0,0.04,0.0,0.0,0.05,fast furious showdown,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,2006.0,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05,world championship poker featuring howard lederer all in,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13358,Test Drive: Ferrari Legends,X360,2012.0,Racing,Atari,0.04,0.0,0.0,0.0,0.05,test drive ferrari legends,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13359,Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,tom clancys rainbow six lockdown,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13360,FIFA Manager 12,PC,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,fifa manager 12,0.04,0.0,0.75,0.0,0.25,Europe,0.75,Regionally Concentrated
13361,Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,full spectrum warrior ten hammers,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13362,River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,river city soccer hooligans,0.05,0.7999999999999999,0.0,0.19999999999999998,0.0,North America,0.7999999999999999,Regionally Concentrated
13363,Shin Hayarigami,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,shin hayarigami,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13364,TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05,tmnt,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13365,Turok: Dinosaur Hunter,N64,1997.0,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,turok dinosaur hunter,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13366,Puyo Puyo Tetris,PSV,2014.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,puyo puyo tetris,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13367,Taiko no Tatsujin Portable 2,PSP,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,taiko no tatsujin portable 2,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13368,Gitaroo Man,PS2,2001.0,Misc,THQ,0.02,0.02,0.0,0.01,0.05,gitaroo man,0.05,0.39999999999999997,0.39999999999999997,0.0,0.19999999999999998,North America,0.39999999999999997,Normal
13369,Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,super bubble pop,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13370,Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05,mafia,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13371,Rapala Fishing Frenzy 2009,X360,2008.0,Sports,Activision,0.04,0.0,0.0,0.0,0.05,rapala fishing frenzy 2009,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13372,Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.05,ride to hell,0.05,0.39999999999999997,0.39999999999999997,0.0,0.19999999999999998,North America,0.39999999999999997,Normal
13373,Arctic Tale,WII,2007.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,arctic tale,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13374,Balloon Pop,WII,2007.0,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,balloon pop,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13375,XBLAZE Code: Embryo,PSV,2013.0,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05,xblaze code embryo,0.05,0.6,0.0,0.19999999999999998,0.19999999999999998,North America,0.6,Normal
13376,Black Mirror 2,PC,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,black mirror 2,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13377,Time Travelers,PSV,2012.0,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05,time travelers,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13378,Amnesia Later,PSP,2012.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,amnesia later,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13379,B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,bboy,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13380,Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05,cocoto kart racer,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011.0,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05,shin kamaitachi no yoru 11 hitome no suspect,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13382,Intellivision Lives!,XB,2004.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,intellivision lives,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13383,Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05,crazy chicken atlantis quest,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13384,Test Drive Le Mans,PS,1999.0,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,test drive le mans,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13385,Counter Force,WII,2007.0,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,counter force,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13386,Monster Jam: Maximum Destruction,GC,2002.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,monster jam maximum destruction,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13387,Professor Heinz Wolff's Gravity,DS,2008.0,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,professor heinz wolffs gravity,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13388,Fantastic Four: Rise of the Silver Surfer,WII,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,fantastic four rise of the silver surfer,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13389,Big Air Freestyle,GC,2002.0,Racing,Atari,0.04,0.01,0.0,0.0,0.05,big air freestyle,0.05,0.7999999999999999,0.19999999999999998,0.0,0.0,North America,0.7999999999999999,Regionally Concentrated
13390,Rimo-Cocoron,PS2,2001.0,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,rimococoron,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13391,Rugby World Cup 2015,X360,2015.0,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05,rugby world cup 2015,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13392,Mike Tyson Heavyweight Boxing,XB,2002.0,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,mike tyson heavyweight boxing,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13393,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,to loveru trouble darkness battle ecstasy,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13394,The Berenstain Bears and the Spooky Old Tree,GBA,2005.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,the berenstain bears and the spooky old tree,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13395,Lux-Pain,DS,2008.0,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.05,luxpain,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13396,Ford Bold Moves Street Racing,PSP,2006.0,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05,ford bold moves street racing,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13397,Cabela's Trophy Bucks,X360,2007.0,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,cabelas trophy bucks,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13398,Hakuouki: Bakumatsu Musou Roku,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,hakuouki bakumatsu musou roku,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13399,Mahjong 3D: Warriors of the Emperor,3DS,2011.0,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,mahjong 3d warriors of the emperor,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13400,Hiiro no Kakera DS,DS,2008.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,hiiro no kakera ds,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13401,March of the Penguins,DS,2006.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,march of the penguins,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13402,Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,rock of the dead,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13403,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,arcana famiglia la storia della aracana famiglia,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13404,Tokyo Ghoul: Jail,PSV,2015.0,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,tokyo ghoul jail,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13405,City Life: World Edition,PC,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05,city life world edition,0.05,0.0,0.7999999999999999,0.0,0.19999999999999998,Europe,0.7999999999999999,Regionally Concentrated
13406,The Misadventures of Tron Bonne,PS,1999.0,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05,the misadventures of tron bonne,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13407,Centipede: Infestation,3DS,2011.0,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,centipede infestation,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13408,Wolfenstein,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,wolfenstein,0.05,0.19999999999999998,0.6,0.0,0.19999999999999998,Europe,0.6,Normal
13409,Hero Bank 2,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,hero bank 2,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13410,Atelier Ayesha: The Alchemist of Dusk,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,atelier ayesha the alchemist of dusk,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13411,Brave Story: New Traveller (jp sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,brave story new traveller jp sales,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13412,Black Jack vs. Matsudajun,PS,2000.0,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05,black jack vs matsudajun,0.05,0.6,0.39999999999999997,0.0,0.0,North America,0.6,Normal
13413,Arslan: The Warriors of Legend,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,arslan the warriors of legend,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013.0,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,spongebob squarepants planktons robotic revenge,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13415,Wrath Unleashed,XB,2004.0,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,wrath unleashed,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13416,Yoru no Nai Kuni,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,yoru no nai kuni,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.05,garou densetsu 3 road to the final victory,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13418,Bleach: Soul Carnival,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,bleach soul carnival,0.05,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
13419,Double Dragon Advance,GBA,2003.0,Action,Atlus,0.03,0.01,0.0,0.0,0.05,double dragon advance,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,sesame street elmos atozoo adventure,0.04,1.0,0.0,0.0,0.0,North America,1.0,Regionally Concentrated
13421,Family Fortunes,DS,2009.0,Misc,Mindscape,0.0,0.04,0.0,0.0,0.05,family fortunes,0.04,0.0,1.0,0.0,0.0,Europe,1.0,Regionally Concentrated
13422,The Bible Game,XB,2005.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,the bible game,0.04,0.75,0.25,0.0,0.0,North America,0.75,Regionally Concentrated
